id,name,city,contact_email,contact_fax,contact_name,contact_phone,contact_role,latitude,longitude,operational,rack_capacity,state,storage_capacity,street,operator_id,owner_id,terminaling_capacity,truck_bays,type,zip,pipeline_access,rail_access,truck_access,marine_access,irs_motor_fuel_terminal_id
1378,Raleigh,Apex,,,,,,35.719351,-78.816289,TRUE,,NC,,2232 Ten-Ten.  Road,10,10,,,terminal,27502,,,,,T-56-NC-2027
1379,Rancho San Pedro,San Pedro,,,,,,33.7643,-118.2935,TRUE,,CA,, ,50,50,,,terminal,90731,,,,,0
1380,Rapid City,Rapid City,,,,6053439764,,44.09616,-103.161996,TRUE,,SD,,3225 Eglin Street,2,2,,,terminal,57701,,,,,T-46-SD-3552
1381,Raritan Bay,Perth Amboy,,,,,,40.512626,-74.290064,TRUE,,NJ,,Smith Street & Convery Blvd.,1,1,,,terminal,8861,,,,,T-22-NJ-1545
1382,Raritan Bay,Perth Amboy,,,,,,40.5348,-74.2626,TRUE,,NJ,, ,64,64,,,terminal,8861,,,,,0
1383,Rawlins,Rawlins,,,,,,41.786589,-107.2397,TRUE,,WY,,400 West Front St.,25,25,,,terminal,82301,,,,,T-84-WY-4059
1384,Reading,Reading,,,,,,40.302592,-76.052672,TRUE,,PA,,Fritztown Road,5,5,,,terminal,19608,,,,,T-23-PA-1727
1385,Reading,Reading,,,,,,40.3186,-76.036035,TRUE,,PA,,901 Mountain Home Rd,28,28,,,terminal,19608,,,,,T-23-PA-1742
1386,Reading Plant,Reading,,,,,,40.3926,-75.9353,TRUE,,PA,, ,11,11,,,terminal,19605,,,,,0
1387,Redwood City,Redwood City,,,,,,37.50219,-122.211097,TRUE,,CA,,"675 Seaport Blvd, 2nd Floor",348,348,,,terminal,94063,,,,,T-77-CA-4665
1388,Reno,Reno,,,,,,39.509437,-119.76369,TRUE,,NV,,355 S. Rock Blvd.,340,340,,,terminal,89502,,,,,T-86-NV-4352
1389,Reno,Sparks,,,,7753586971,,39.533512,-119.74823,TRUE,,NV,748377,301 Nugget Avenue,4,134,,6,terminal,89431,in,,,,T-88-NV-4353
1390,Reno,Reno,,,,,,39.6597,-119.9973,TRUE,,NV,, ,26,26,,,terminal,89506,,,,,0
1391,Rensselaer,Rensselaer,,,,,,42.621463,-73.753701,TRUE,,NY,,54 Riverside Avenue,59,59,,,terminal,12144,,,,,T-14-NY-1404
1392,Rensselaer,Prospect Heights,,,,,,42.611135,-73.751821,TRUE,,NY,,367 American Oil Rd.,1,1,,,terminal,12144,,,,,T-14-NY-1415
1393,Rensselaer,Rensselaer,,,,,,42.620799,-73.753625,TRUE,,NY,,58 Riverside Avenue,46,46,,,terminal,12144,,,,,T-14-NY-1417
1394,Rensselaer,Rensselaer,,,,,,42.6438,-73.7422,TRUE,,NY,,End of Riverside Extension,273,273,,,terminal,12144,,,,,T-16-NY-1461
1395,Renton,Renton,,,,,,47.4565,-122.224468,TRUE,,WA,228000,2423 Lind Avenue Southwest,7,475,,3,terminal,98055,,,,,T-91-WA-4404
1396,Revere,Revere,,,,,,42.396107,-71.008996,TRUE,,MA,,41 Lee Burbank Highway,88,88,,,terminal,2151,,,,,T-04-MA-1160
1397,Revere,Revere,,,,,,42.399078,-71.008075,TRUE,,MA,,140 Lee Burbank Hwy,20,20,,,terminal,2151,,,,,T-04-MA-1162
1398,Revere,Revere,,,,,,42.3993,-71.0069,TRUE,,MA,, ,64,64,,,terminal,2151,,,,,0
1399,Rhinelander,Rhinelander,,,,,,45.66,-89.3824,TRUE,,WI,, ,139,139,,,terminal,54501,,,,,0
1400,Ribost,Long Beach,,,,,,33.774,-118.2108,TRUE,,CA,, ,200,200,,,terminal,90813,,,,,0
1401,Richmond CGO,Richmond,,,,,,37.523728,-77.435304,TRUE,,VA,,Third & Maury Street,9,9,,,terminal,23224,,,,,T-54-VA-1679
1402,Richmond KMI,Richmond,,,,,,37.47853,-77.42876,TRUE,,VA,,3302 Deepwater Terminal Rd,123,123,,,terminal,23234,,,,,T-54-VA-1657
1403,Richmond BPL,Richmond,,,,,,37.503692,-77.430111,TRUE,,VA,,1636 Commerce Road,1,1,,,terminal,23224,,,,,T-54-VA-1677
1404,Richmond,Richmond,,,,,,37.524214,-77.434493,TRUE,,VA,,Second & Maury Streets,167,167,,,terminal,23224,,,,,T-54-VA-1682
1405,Richmond MPL,Richmond,,8042306230,,8042326853,,37.524148,-77.432796,TRUE,,VA,,204 East First Street,2,470,,,terminal,23224,,,,,T-54-VA-1684
1406,Richmond,Richmond,,,,,,37.44541,-77.439192,TRUE,,VA,,5801 Jefferson Davis Hwy.,10,10,,,terminal,23237,,,,,T-54-VA-1685
1407,Richmond TMP,Richmond,,,,8042339231,,37.511525,-77.431222,TRUE,,VA,463000,1314 Commerce Road,8,8,,6,terminal,23224,,,,,T-54-VA-1687/T-54-VA-1687
1408,Richmond IMTT,Montrose Heights,,,,,,37.509136,-77.412997,TRUE,,VA,,5501 Old Osborne Turnpike,35,35,,,terminal,23231,,,,,T-54-VA-1696
1409,Richmond KMI,Richmond,,,,5102314706,,37.912541,-122.365939,TRUE,,CA,533900,1306 Canal Boulevard,4,470,,5,terminal,94804,both,,both,in,T-68-CA-4614
1410,Richmond CVX,Richmond,,,,,,37.928165,-122.387681,TRUE,,CA,,155 Castro St,12,12,,,terminal,94802,,,,,T-68-CA-4616
1411,Richmond P66,Richmond,,,,,,37.911371,-122.36665,TRUE,,CA,334000,1300 Canal Blvd,7,7,,6,terminal,94804,,,,,T-68-CA-4617 
1412,Richmond IMTT,Richmond,,,,,,37.924097,-122.369102,TRUE,,CA,,100 Cutting Blvd.,35,35,,,terminal,94804,,,,,T-68-CA-4619
1413,Richmond PAA,Richmond,,,,,,37.920137,-122.364359,TRUE,,CA,,488 Wright Ave.,38,38,,,terminal,94804,,,,,T-94-CA-4705
1414,Richmond,Richmond,,,,,,37.945852,-122.366655,TRUE,,CA,,980 Hensley Street Bldg 417,33,33,,,terminal,94801,,,,,T-94-CA-4708
1415,Richmond BP Lubes,Richmond,,,,,,37.9216,-122.373,TRUE,,CA,, ,144,144,,,terminal,94804,,,,,0
1416,Richmond KMI 1,Richmond,,,,,,37.460053,-77.434299,TRUE,,VA,,2000 Trenton Avenue,4,469,,,terminal,23234,in,,,in,T-54-VA-1681
1417,Richmond KMI 2,Richmond,,,,,,37.471706,-77.427526,TRUE,,VA,,4110 Deepwater Terminal Road,4,469,,,terminal,23234,in,,,in,T-54-VA-1683
1418,River Road,Portsmouth,,,,,,43.111903,-70.815045,TRUE,,NH,,194 Shattuck Way,61,61,,,terminal,3801,,,,,T-04-NH-1057
1419,River Rouge BPL,River Rouge,,,,,,42.276461,-83.123737,TRUE,,MI,,205 Marion Street,1,1,,,terminal,48218,,,,,T-38-MI-3005
1420,River Rouge,River Rouge,,,,,,42.274606,-83.122252,TRUE,,MI,, ,381,381,,,terminal,48218,,,,,0
1421,River Rouge Lubes,River Rouge,,,,,,42.275876,-83.121191,TRUE,,MI,, ,18,18,,,terminal,48218,,,,,0
1422,Riverhead,Riverhead,,,,,,40.978789,-72.64522,TRUE,,NY,,212 Sound Shore Road,62,62,,,terminal,11901,,,,,T-11-NY-1318
1423,Riverside Fractionation Plant,Geismar,,,,,,30.2118,-91.0374,TRUE,,LA,, ,184,184,,,terminal,70734,,,,,0
1424,Riverview,Sidney,,,,,,47.6743,-104.1751,TRUE,,MT,, ,455,455,,,terminal,59270,,,,,0
1425,Rixie,North Little Rock,,,,,,34.8239,-92.1607,TRUE,,AR,, ,54,54,,,terminal,72117,,,,,0
1426,Roanoke,Montvale,,,,,,37.419582,-79.710746,TRUE,,VA,,1070 Oil Terminal Rd,1,1,,,terminal,24122,,,,,T-54-VA-1665
1427,Roanoke,Roanoke,,5407720200,,5409896673,,37.213822,-79.989426,TRUE,,VA,,5287 Terminal Road,2,470,,,terminal,24018,,,,,T-54-VA-1689
1428,Roanoke 1,Roanoke,,,,,,37.280057,-79.923165,TRUE,,VA,,835 Hollins Road Northeast,4,469,,,terminal,24012,in,,,,T-54-VA-1688
1429,Roanoke 2,Roanoke,,,,,,37.212931,-79.989774,TRUE,,VA,,5280 Terminal Road SW,4,469,,,terminal,24018,in,,,,T-54-VA-1690
1430,Robinson,Robinson,,,,,,39.006229,-87.715646,TRUE,,IL,,12345 E 1050th Ave,3,3,,,terminal,62454,,,,,T-37-IL-3360
1431,Robinson,Robinson,,,,,,39.004144,-87.726343,TRUE,,IL,,400 S Marathon Ave,3,3,,,terminal,62454,,,,,T-37-IL-3374
1432,Rochelle,Rochelle,,8155626114,Daphne Juliano,8155627023,Terminal Manager,41.9135,-89.0537,TRUE,,IL,306000,100 East Standard Oil Road,4,470,,,terminal,61068,,,,,T-36-IL-3303
1433,Rochester,Rochester,,,,,,43.156534,-77.666708,TRUE,,NY,,335 McKee Rd,212,212,,,terminal,14611,,,,,T-16-NY-1470
1434,Rochester,Rochester,,,,,,43.137339,-77.662619,TRUE,,NY,,1075 Chili Avenue,62,62,,,terminal,14619,,,,,T-16-NY-1474
1435,Rochester,Rochester,,5075452575,,5075452651,,44.001105,-92.250057,TRUE,,MN,,1331 Highway 42 Southeast,2,2,,,terminal,55934,,,,,T-41-MN-3416
1436,Rochester,Rochester,,,,,,44.0336,-92.49,TRUE,,MN,, ,216,216,,,terminal,55901,,,,,0
1437,Rochester BPL,Rochester,,,,,,43.163682,-77.679032,TRUE,,NY,,1975 Lyell Avenue,1,1,,,terminal,14606,,,,,T-16-NY-1469
1438,Rochester II South BPL,Rochester,,,,,,43.130638,-77.654853,TRUE,,NY,,675 Brooks Avenue,1,1,,,terminal,14619,,,,,T-16-NY-1472
1439,Rochester North BPL,Rochester,,,,,,43.131044,-77.65601,TRUE,,NY,,754 Brooks Ave.,1,1,,,terminal,14619,,,,,T-16-NY-1468
1440,Rochester SUN,Rochester,,,,,,43.168004,-77.675142,TRUE,,NY,,1840 Lyell Avenue,5,5,,,terminal,14606,,,,,T-16-NY-1473
1441,Rochester WPT,Rochester,,,,,,43.16348,-77.677973,TRUE,,NY,,1935 Lyell Avenue,27,27,,,terminal,14606,,,,,T-16-NY-1494
1442,Rock Rapids,Rock Rapids,dan.klinetobe@nustarenergy.com,(712) 472-3150,Dan Klinetobe,(712) 472-2575,Terminal Contact,43.4325,-96.1905,TRUE,,IA,223000,3025 Highway 9 Street,6,476,,2,terminal,51246,in,none,both,none,T-42-IA-3472
1443,Rock Springs,Rock Springs,,,,,,41.631408,-108.963931,TRUE,,WY,125000,90 Foot Hill Blvd,7,475,,2,terminal,82902,,,,,T-83-WY-4051
1444,Rockford,Rockford,,,,,,42.261985,-89.173708,TRUE,,IL,,1511 South Meridian Road,1,1,,,terminal,61102,,,,,T-36-IL-3306
1445,Rockford,Rockford,,,,,,42.260007,-89.178735,TRUE,,IL,,7312 Cunningham Road,3,3,,,terminal,61102,,,,,T-36-IL-3308
1446,Rockford,Rockford,,,,,,42.18859,-89.125271,TRUE,,IL,,3300 Airport Dr,222,222,,,terminal,61109,,,,,T-36-IL-3326
1447,Rockford,Rockford,,,,,,42.260299,-89.179159,TRUE,,IL,,7245 Cunningham Road,41,41,,,terminal,61102,,,,,T-72-IL-0004
1448,Rockford,Rockford,,,,,,42.2609,-89.1806,TRUE,,IL,, ,39,39,,,terminal,61102,,,,,0
1449,Rocklin,Rocklin,,,,,,38.8107,-121.3158,TRUE,,CA,, ,26,26,,,terminal,95765,,,,,0
1450,Rockmart,Rockmart,,,,,,34.0227,-85.0367,TRUE,,GA,, ,346,346,,,terminal,30153,,,,,0
1451,Rocky Hill,Rocky Hill,,,,,,41.654177,-72.633119,TRUE,,CT,,109 Dividend Road,9,9,,,terminal,6067,,,,,T-06-CT-1252
1452,Rodeo,Rodeo,,,,,,31.862257,-109.035415,TRUE,,NM,,"3155 Hwy 80, I-10 Exit 5",188,188,,,terminal,88056,,,,,T-86-NM-4261
1453,Rogers,Rogers,,,,4796318098,,36.358021,-94.161049,TRUE,,AR,189000,2801 West Hudson (Hwy 102),8,477,,2,terminal,72756,,,,,T-71-AR-2467
1454,Rogers City,Rogers City,,,,,,45.414013,-83.786875,TRUE,,MI,,1035 Calcite Rd.,19,19,,,terminal,49779,,,,,T-38-MI-3002
1455,Rome,Rome,,,,7062952521,,34.298483,-85.111623,TRUE,,GA,152000,2671 Calhoun Road NE,8,8,,2,terminal,30161,,,,,T-58-GA-2547
1456,Romulus,Detroit,,,,,,42.22693,-83.360703,TRUE,,MI,,West. Service Rd.,206,206,,,terminal,48242,,,,,T-38-MI-3018
1457,Romulus,Romulus,,,,,,42.245191,-83.311818,TRUE,,MI,,28001 Citrin Drive,3,3,,,terminal,48174,,,,,T-38-MI-3034
1458,Romulus,Romulus,,,,,,42.239541,-83.324943,TRUE,,MI,,29120 Wick Road,5,5,,,terminal,48174,,,,,T-38-MI-3037
1459,Rosario Asphalt,Pena Blanca,ronnie.fernandez@nustarenergy.com,,Ronnie Fernandez,,Terminal Contact,35.5708,-106.3105,TRUE,,NM,,967 New Mexico 16 Road,6,6,,2,terminal,87041,none,both,both,none,0
1460,Rosemount,Rosemount,,,,651-438-1740,,44.751492,-93.036603,TRUE,,MN,,12555 Clark Road - Gate 1,14,14,,,terminal,55068,,,,,T-41-MN-3407
1461,Rosemount,Rosemount,,,,,,44.718173,-93.133897,TRUE,,MN,,15938 Canada Circle Drive,54,409,,,terminal,55068,,,,,T-41-MN-3426
1462,Roseton,Newburgh,,,,,,41.5647,-73.9796,TRUE,,NY,, ,1,1,,,terminal,12550,,,,,0
1463,Roseville,Saint Paul,michael.broderick@nustarenergy.com,6516313228,Mike Broderick,6516361780,Terminal Contact,45.035694,-93.047201,TRUE,,MN,574000,2288 West County Road C,6,6,,5,terminal,55109,both,none,both,none,T-41-MN-3403
1464,Roseville,Roseville,,,,,,38.748496,-121.299729,TRUE,,CA,,9499 Atkinson St.,25,25,,,terminal,95678,,,,,T-94-CA-4707
1465,S Tx-Mcallen,Pharr,,,,,,26.1189,-98.2211,TRUE,,TX,, ,22,22,,,terminal,78577,,,,,0
1466,S Tx-Origin Station,Corpus Christi,,,,,,27.8114,-97.4318,TRUE,,TX,, ,22,22,,,terminal,78407,,,,,0
1467,Sabine Pass,Sabine Pass,,,,,,29.733284,-93.894581,TRUE,,TX,,2420 Dowling Rd,55,55,,,terminal,77655,,,,,T-76-TX-2836
1468,Sacramento,West Sacramento,,,,,,38.566704,-121.523787,TRUE,,CA,,1601 S. River Rd,1,1,,,terminal,95691,,,,,T-68-CA-4612
1469,Sacramento,Sacramento,,,,,,38.583679,-121.505439,TRUE,,CA,,2420 Front Street,12,12,,,terminal,95818,,,,,T-68-CA-4621
1470,Sacramento,Sacramento,,,,,,38.568457,-121.517356,TRUE,,CA,141000,76 Broadway,7,7,,3,terminal,95817,,,,,T-68-CA-4624 
1471,Sacramento,Sacramento,,,,,,38.699144,-121.59012,TRUE,,CA,,7330 Earhart Drive,113,113,,,terminal,95837,,,,,T-68-CA-4632
1472,Saginaw Tx,Fort Worth,,,,,,32.8712,-97.3655,TRUE,,TX,, ,29,29,,,terminal,76179,,,,,0
1473,Saint Albans,Saint Albans,,,,,,38.38565,-81.83624,TRUE,,WV,,1Terminal Rd,187,187,,,terminal,25177,,,,,T-55-WV-3184
1474,Saint Clair,Saint Clair,,,,,,42.81332,-82.50621,TRUE,,MI,,1575 Fred Moore Hwy,50,50,,,terminal,48079,,,,,T-38-MI-3048
1475,Saint George Island,Saint George Island,,,,,,56.58333,-169.58333,TRUE,,AK,,Water Front Building,376,376,,,terminal,99591,,,,,T-91-AK-4533
1476,Saint Louis,Saint Louis,,,,,,38.58319,-90.21787,TRUE,,MO,,3800 S. 1st St.,108,108,,,terminal,63118,,,,,T-43-MO-3701
1477,Saint Louis,Saint Louis,,,,,,38.581745,-90.219928,TRUE,,MO,,3854 South 1st. St.,255,255,,,terminal,63118,,,,,T-43-MO-3714
1478,Saint Louis,Bridgeton,,,,,,38.743535,-90.371027,TRUE,,MO,,10735 Old Natural Bridge,131,131,,,terminal,63044,,,,,T-43-MO-3722
1479,Saint Louis,Saint Louis,,,,,,38.580269,-90.222315,TRUE,,MO,,4070 South First Street,123,123,,,terminal,63118,,,,,T-43-MO-3726
1480,Saint Louis,Saint Louis,,,,,,38.642,-90.182,TRUE,,MO,, ,27,27,,,terminal,63102,,,,,0
1481,Saint Louis,Saint Louis,,,,,,38.586,-90.2135,TRUE,,MO,, ,72,72,,,terminal,63118,,,,,0
1482,Saint Marys,Saint Marys,,,,,,39.388073,-81.203808,TRUE,,WV,,201 Barkwill St,160,160,,,terminal,26170,,,,,T-55-WV-3185
1483,Saint Paul Island,Saint Paul Island,,,,,,57.179041,-170.325068,TRUE,,AK,,UNKNOWN,378,378,,,terminal,99660,,,,,T-91-AK-4532
1484,Saint Paul Park,Saint Paul Park,,,,,,44.854094,-93.004967,TRUE,,MN,,201 Factory Street,48,48,,,terminal,55071,,,,,T-41-MN-3404
1485,Saint Rose,Saint Rose,,,,,,29.940427,-90.325228,TRUE,,LA,,11842 River Rd.,118,118,,,terminal,70087,,,,,T-72-LA-2377
1486,Salina,Salina,tracy.wallick@nustarenergy.com,(785) 827-7432,Tracy Wallick,(785) 827-3854,Terminal Contact,38.8412,-97.6419,TRUE,,KS,91000,2137 West Old Highway \40,6,476,,3,terminal,67401,in,none,out,none,T-48-KS-3663
1487,Salina,Salina,,,,,,38.8526,-97.6204,TRUE,,KS,, ,11,11,,,terminal,67401,,,,,0
1488,Salisbury,Salisbury,,,,,,38.362927,-75.616029,TRUE,,MD,,1030 Marine Road,287,287,,,terminal,21801,,,,,T-52-MD-1567
1489,Salisbury,Salisbury,,,,,,38.357762,-75.624258,TRUE,,MD,,1134 Marine Road,186,186,,,terminal,21801,,,,,T-52-MD-1568
1490,Salt Lake City,Salt Lake City,,,,,,40.686524,-111.854074,TRUE,,UT,,1070 North 3930 West,15,15,,,terminal,84124,,,,,T-84-UT-4207
1491,Salt Lake City,Salt Lake City,,,,,,40.789215,-111.904947,TRUE,,UT,,474 West 900 N,17,17,,,terminal,84103,,,,,T-87-UT-4202
1492,Salt Lake City,Salt Lake City,,,,,,40.818439,-111.921466,TRUE,,UT,,2350 North 1100 W,12,12,,,terminal,84116,,,,,T-87-UT-4203
1493,Salt Lake City,North Salt Lake,,,,,,40.8616,-111.9144,TRUE,,UT,, ,11,11,,,terminal,84054,,,,,0
1494,San Angelo,San Angelo,,,,,,31.441909,-100.301587,TRUE,,TX,,4008 U S Hwy 67N,42,42,,,terminal,76905,,,,,T-75-TX-2686
1495,San Antonio,San Antonio,,,,,,29.43371,-98.402448,TRUE,,TX,,4851 Emil Road,9,9,,,terminal,78219,,,,,T-74-TX-2737
1496,San Antonio,San Antonio,,,,,,29.347395,-98.459265,TRUE,,TX,,7811 S. Presa,263,263,,,terminal,78223,,,,,T-74-TX-2712
1497,San Antonio,San Antonio,,,,,,29.516507,-98.40887,TRUE,,TX,,6200 N.E. Loop 410,25,25,,,terminal,78218,,,,,T-74-TX-2725
1498,San Antonio,San Antonio,,,,,,29.441933,-98.438124,TRUE,,TX,,3214 North Pan Am Expressway,16,16,,,terminal,78219,,,,,T-74-TX-2740
1499,San Antonio,San Antonio,,,,,,29.46245,-98.409215,TRUE,,TX,,510 Petroleum Drive,10,10,,,terminal,78218,,,,,T-74-TX-2745
1500,San Antonio East,San Antonio,robert.trevino@nustarenergy.com,2106613758,Robert Trevino,2106613161,Terminal Contact,29.449216,-98.402433,TRUE,,TX,148200,4719 Corner Parkway #2,6,6,,4,terminal,78219,both,none,both,none,T-74-TX-2738
1501,San Antonio I,Converse,,,,210-666-6621,,29.449182,-98.34464,TRUE,,TX,,498 Pop Gun Drive,14,14,,,terminal,78109,,,,,T-74-TX-2742
1502,San Antonio II,San Antonio,,,,,,29.4562,-98.528,TRUE,,TX,,4800 Corerway Blvd,14,14,,,terminal,78201,,,,,T-74-TX-2760
1503,San Antonio South,San Antonio,gary.smoot@nustarenergy.com,2106279734,Gary Smoot,2106272003,Terminal Contact,29.312627,-98.474979,TRUE,,TX,215000,10619 Highway 281 South,6,6,,6,terminal,78221,in,none,out,none,T-74-TX-2739
1504,San Bernard,Sweeny,,,,,,29.059951,-95.673231,TRUE,,TX,197000,McKinney Rd,7,7,,0,terminal,77480,,,,,0
1505,San Diego,San Diego,,,,,,32.692687,-117.140566,TRUE,,CA,,2351 E. Harbor Drive,12,12,,,terminal,92113,,,,,T-33-CA-4773
1506,San Diego,San Diego,,,,,,32.789726,-117.115707,TRUE,,CA,,9950 San Diego Mission Road,134,134,,,terminal,92108,,,,,T-33-CA-4776
1507,San Diego,San Diego,,,,,,32.693741,-117.141846,TRUE,,CA,,2295 E. Harbor Drive,17,17,,,terminal,92113,,,,,T-33-CA-4782
1508,San Diego,San Diego,,,,,,32.879146,-117.137225,TRUE,,CA,,3698 C Pacific Highway,113,113,,,terminal,92126,,,,,T-33-CA-4788
1509,San Diego,San Diego,,,,,,32.703544,-117.155656,TRUE,,CA,,961 East Harbor Dr.,117,117,,,terminal,92101,,,,,T-33-CA-4796
1510,San Francisco,San Francisco,,,,,,37.620378,-122.384472,TRUE,,CA,,New Access Rd.,15,15,,,terminal,94128,,,,,T-94-CA-4701
1511,San Jose,San Jose,,,,,,37.363454,-121.884818,TRUE,,CA,,1020 Berryessa Road,12,12,,,terminal,95133,,,,,T-77-CA-4650
1512,San Jose,San Jose,,,,4084357399,,37.388443,-121.910259,TRUE,,CA,972258,2150 Kruse Avenue,4,134,,7,terminal,95131,in,,,,T-77-CA-4652
1513,San Jose,San Jose,,,,,,37.301625,-121.970795,TRUE,,CA,,2165 O'Toole Ave.,18,18,,,terminal,95117,,,,,T-77-CA-4653
1514,San Jose,San Jose,,,,,,37.376405,-121.935278,TRUE,,CA,,2500 Seaboard Ave,68,68,,,terminal,95131,,,,,T-77-CA-4666
1515,San Pedro,San Pedro,,,,,,33.780224,-118.295943,TRUE,,CA,,2110 North Gaffey Street,334,334,,,terminal,90731,,,,,T-33-CA-4744
1516,San Pedro,Harbor City,,,,,,33.786594,-118.298662,TRUE,,CA,,Berth 74  (Land),117,117,,,terminal,90710,,,,,T-33-CA-4791
1517,San Pedro,Long Beach,,,,,,33.763086,-118.240855,TRUE,,CA,,3601 Dock Street,78,78,,,terminal,90802,,,,,T-33-CA-4800
1518,Sanborn,Sanborn,,,,,,43.1828,-95.6242,TRUE,,IA,, ,24,24,,,terminal,51248,,,,,0
1519,Sand Island,Honolulu,,,,,,21.3163,-157.889,TRUE,,HI,, ,82,82,,,terminal,96819,,,,,0
1520,Sandersville,Sandersville,,,,,,31.790929,-89.041363,TRUE,,MS,,2 mi N on Hwy 11 PO Drawer A,247,247,,,terminal,39477,,,,,T-64-MS-2418
1521,Sandwich,Sandwich,,,,,,41.771444,-70.499705,TRUE,,MA,,3 Coast Guard Road,20,20,,,terminal,2563,,,,,T-04-MA-1164
1522,Santa Teresa,Santa Teresa,,,,,,31.8607,-106.68422,TRUE,,NM,,8920 Airport Road,25,25,,,terminal,88008,,,,,T-85-NM-4262
1523,Saraland,Mobile,,,,,,30.790485,-88.058523,TRUE,,AL,,400 Industrial Parkway,252,252,,,terminal,36611,,,,,T-63-AL-2334
1524,Sauget,East Saint Louis,,,,,,38.6006,-90.181,TRUE,,IL,, ,181,181,,,terminal,62201,,,,,0
1525,Sauk Centre,Sauk Centre,michael.broderick@nustarenergy.com,3203523532,Mike Broderick,3203522239,Terminal Contact,45.735051,-94.968433,TRUE,,MN,118000,1833 Beltline Rd,6,6,,2,terminal,56378,in,none,both,none,T-41-MN-3401
1526,Savage Asphalt,Savage,,,,952-894-8000,,44.7802,-93.353,TRUE,,MN,,12101 Yosemite Ave. S.,14,14,,,terminal,55378,,,,,0
1527,Savannah,Savannah,,,,,,32.072066,-81.052847,TRUE,,GA,,2 Wahlstrom Rd.,58,58,,,terminal,31404,,,,,T-58-GA-2507
1528,Savannah,Savannah,,,,,,32.093713,-81.111134,TRUE,,GA,,101 North Lathrop Ave,421,421,,,terminal,31401,,,,,T-58-GA-2550
1529,Savannah,Savannah,,,,,,32.051611,-81.056784,TRUE,,GA,,Georgia Ports Garden City,78,473,,,terminal,31404,,,,,T-58-GA-2551
1530,Savannah,Rossignol Hill,,,,,,32.109699,-81.1261,TRUE,,GA,, ,136,136,,,terminal,31408,,,,,0
1531,Savannah Lubricants,Savannah,,,,,,32.072699,-81.0504,TRUE,,GA,, ,7,7,,,terminal,31404,,,,,0
1532,Savona,Savona,,,,,,42.305,-77.2592,TRUE,,NY,, ,194,194,,,terminal,14879,,,,,0
1533,Sawtooth,Sugarville,,,,,,39.5131,-112.585,TRUE,,UT,, ,344,344,,,terminal,84624,,,,,0
1534,Schaefferstown,Newmanstown,,,,,,40.277519,-76.296831,TRUE,,PA,, ,50,50,,,terminal,17073,,,,,0
1535,Scott City,Scott City,,,,,,37.21672,-89.52453,TRUE,,MO,,"Rural Route 2, Hwy N",228,228,,,terminal,63780,,,,,T-43-MO-3705
1536,Scott City,Scott City,stan.rogers@magellanlp.com,(620) 872-2952,Stan Rogers,(620) 872-2086,Terminal Contact,38.5994,-100.906,TRUE,,KS,300000,100 Highway 4,2,477,,,terminal,67871,in,,out,,T-48-KS-3664
1537,Seabrook,Shoreacres,,,,,,29.610685,-95.029756,TRUE,,TX,,11666 Port Road,155,155,,,terminal,77571,,,,,T-76-TX-2780
1538,Seabrook,Seabrook,,,,,,29.607,-95.0192,TRUE,,TX,, ,437,437,,,terminal,77586,,,,,0
1539,Searsport,Searsport,,,,,,44.464055,-68.903713,TRUE,,ME,,Station Ave,88,88,,,terminal,4974,,,,,T-01-ME-1006
1540,Searsport,Searsport,,,,,,44.452746,-68.901207,TRUE,,ME,,70 Trundy Road,61,61,,,terminal,4974,,,,,T-01-ME-1015
1541,Seattle,Seattle,,,,,,47.58143,-122.353078,TRUE,,WA,,2555 13th Ave. S W,18,18,,,terminal,98134,,,,,T-91-WA-4408
1542,Seattle,Seattle,,,,,,47.581948,-122.357695,TRUE,,WA,,1652 SW Lander St,52,52,,,terminal,98134,,,,,T-91-WA-4425
1543,Seattle,Seattle,,,,,,47.432266,-122.303365,TRUE,,WA,,2350 South 190th St.,68,68,,,terminal,98188,,,,,T-91-WA-4431
1544,Sedgwick,Sedgwick,,,,,,37.90758,-97.427089,TRUE,,KS,,250 E Industrial Drive,199,199,,,terminal,67135,,,,,T-48-KS-3679
1545,Selby,Crockett,rob.coulter@nustarenergy.com,5107871205,Rob Coulter,5107871076,Terminal Contact,38.048274,122.247858,TRUE,,CA,3042000,90 San Pablo Avenue,6,6,,2,terminal,94525,,,,,0
1546,Seldovia,Seldovia,,,,,,59.440194,-151.717076,TRUE,,AK,,319 Main St.,202,202,,,terminal,99663,,,,,T-91-AK-4545
1547,Selkirk,Selkirk,,,,,,42.5279,-73.7918,TRUE,,NY,, ,23,23,,,terminal,12158,,,,,0
1548,Selma,Clayton,,,,,,35.551237,-78.300889,TRUE,,NC,,4095 Buffalo Rd,9,9,,,terminal,27527,,,,,T-56-NC-2030
1549,Selma,Selma,,,,,,35.553908,-78.31028,TRUE,,NC,,2999 W. Oak St.,21,21,,,terminal,27576,,,,,T-56-NC-2025
1550,Selma,Selma,,,,9199659442,,35.55321,-78.30773,TRUE,,NC,529000,2600 West Oak Street,8,8,,3,terminal,27576,,,,,T-56-NC-2028
1551,Selma,Selma,,,,,,35.547067,-78.305945,TRUE,,NC,,3707 Buffalo Road,3,3,,,terminal,27576,,,,,T-56-NC-2029
1552,Selma,Selma,,,,,,35.552738,-78.307557,TRUE,,NC,,2555 West Oak Street,3,3,,,terminal,27576,,,,,T-56-NC-2031
